3,3572,3,77105
27,23879,5,100441
12,16597,1,93108
21,20857,2,76301
12,3848,4,18769
23,27788,1,12185
7,4646,5,62910
16,17072,2,81732
4,23692,4,63417
22,12124,3,23068
29,5243,5,82208
9,8475,4,27526
23,5199,3,3953
4,8924,3,33384
12,17163,1,51955
12,19810,5,100424
22,19139,4,67087
16,18276,1,87789
19,12053,5,15959
14,9624,3,56855
22,4123,5,4732
15,5165,3,80541
10,22497,2,40779
9,28391,2,74154
14,7936,3,83206
6,12397,1,83041
26,4898,5,31758
6,20699,5,9418
19,15434,2,57341
9,11101,5,47013
12,608,2,43327
13,24907,3,50787
26,18577,5,47471
19,15619,3,13703
21,9479,5,63502
18,6033,5,37487
26,12677,2,40837
13,5325,5,6444
23,21347,4,82379
25,13742,4,15624
21,8893,1,45534
10,25888,2,33277
5,813,5,19245
21,7602,1,90198
9,11336,2,13544
25,29107,5,18181
25,10237,3,47754
22,12194,4,62735
23,1020,1,58276
25,2216,2,29541
20,27441,4,45001
14,19156,3,52661
2,17750,4,5671
25,28204,4,31548
7,13180,3,5479
2,22527,2,46923
26,8368,1,84693
3,26531,3,14795
17,2913,1,15490
10,5093,2,34145
3,9989,3,90442
25,26452,4,91203
10,18511,2,6228
20,16101,5,36353
13,7893,3,53465
17,13660,2,51326
15,28362,1,27539
2,10290,4,49082
30,9060,3,52223
28,26219,4,84837
11,13220,4,47616
1,24352,1,8250
8,19639,5,53522
14,3836,5,64333
13,14459,4,17112
21,29283,4,82791
30,24683,2,74441
2,2395,4,15765
10,28662,3,62379
5,13761,4,84425
13,21278,4,31648
29,18396,3,70710
13,27627,5,22324
5,2941,4,87415
27,25760,1,68569
21,23950,4,25196
19,23404,4,81879
10,6330,2,51866
23,4444,2,87483
4,21828,1,90047
14,22438,1,80405
3,29228,2,92694
6,28359,4,9601
19,2243,4,98212
7,24656,3,11142
13,7689,2,88583
5,7299,3,61170
31,16711,1,3959
21,28864,1,75631
4,26979,3,13416
7,1457,5,70689
19,14393,2,40519
25,19394,5,62949
29,7950,4,84710
7,27524,1,5290
15,18387,3,94804
18,17196,2,95450
20,17973,5,36598
5,18844,2,78655
6,4687,1,88706
7,17252,2,74139
15,9420,5,15211
4,19981,2,98645
5,8089,1,89610
30,18136,4,39023
4,17430,1,54050
3,22901,3,62966
14,17441,4,70653
20,10884,1,32587
3,17098,2,82426
5,24142,4,17769
14,26000,2,61654
2,27369,3,48852
23,24352,1,15767
19,4222,2,36707
30,13484,5,59700
5,10888,4,68513
7,17517,1,90205
11,22201,1,98247
16,16794,5,101233
12,21872,1,12960
9,27132,2,69702
16,15088,4,69350
5,8289,1,40467
1,9450,1,68419
22,8614,3,45859
29,11707,3,74661
19,12403,3,53830
17,11351,2,73904
30,5091,4,78988
3,2559,1,61838
21,29217,2,13226
31,6121,4,99011
11,4118,3,26034
6,16048,3,48560
4,27769,2,99404
4,16951,1,87112
6,20363,4,7357
1,10116,2,27716
23,13914,5,53983
3,17236,3,76799
14,15121,3,18397
9,11625,5,60842
30,22722,2,10274
4,2130,2,25745
18,7973,3,53061
16,17998,5,79638
10,27337,5,67985
29,7047,4,98746
20,13697,5,48707
14,24441,2,14518
19,18364,4,18254
17,6693,4,72854
28,17366,4,37917
22,3410,4,88071
31,18001,5,25324
28,13519,5,56734
26,6574,4,7636
10,7975,3,51376
7,10613,4,60158
10,19317,1,8581
30,11846,5,28143
10,17918,2,73586
18,27181,3,27094
8,20543,2,19587
6,12963,4,10625
31,23211,5,12560
12,28205,2,71127
19,7038,3,72943
12,1180,3,68969
7,1545,5,46773
11,17108,3,53491
3,11235,5,85342
31,24465,4,42333
28,21003,1,51906
27,1203,5,97821
29,4498,4,44179
21,6606,4,92119
26,3364,2,42933
13,22995,1,29118
21,21034,1,34407
30,20962,2,16921
16,26965,2,22641
16,15864,2,34326
12,19106,1,44742
21,8910,4,56544
12,26902,1,87909
26,25542,4,42168
17,11038,5,22205
19,24224,2,31790
5,12652,1,98632
8,12051,4,41145
14,27067,5,74207
25,26451,5,88519
8,9721,3,81336
12,4096,3,17373
29,15993,2,34498
3,3238,5,62541
1,15771,5,102018
10,19764,3,28736
11,3009,3,43389
15,7222,3,18733
3,19176,1,71117
2,2678,1,83548
19,22955,4,29119
30,24409,5,63273
4,24872,4,49301
18,26023,2,39959
20,4419,3,68253
13,8540,1,26697
3,25927,5,28784
30,21190,3,26880
24,4832,1,20276
6,20325,5,15189
10,12616,2,5998
2,22876,1,29075
8,13190,5,39731
16,6651,3,98853
12,4016,4,77957
19,14337,3,35867
21,26065,5,14409
9,20292,4,90675
16,10549,4,24926
3,1684,1,10057
13,16454,5,81169
19,23662,5,30955
1,24637,3,58679
16,3656,4,70182
12,22169,3,92795
3,6766,1,24225
5,20705,5,57789
10,19080,2,6507
26,29061,4,50252
25,18435,4,47018
1,18342,5,39025
14,13445,3,99887
5,6231,4,101008
31,2046,2,58199
25,17091,2,85322
6,18744,2,38263
9,22160,4,60425
15,28763,2,21278
3,11544,1,30983
25,10990,3,9713
16,24740,5,61012
26,20004,2,80818
18,18414,3,77885
15,23852,4,44942
12,1630,3,53442
28,18683,1,24085
15,18165,5,69020
23,22284,5,15888
27,4167,3,13316
30,9690,3,14738
22,25428,3,55525
12,6952,5,85336
14,5018,4,84416
23,1920,3,97768
20,7264,3,91186
4,8555,3,57598
22,16301,1,4615
6,3894,4,53151
17,5016,1,25191
29,14748,2,18018
31,14690,2,87749
13,6367,3,59888
12,23594,3,5826
23,20940,1,17908
31,23465,5,14177
25,16682,3,4188
11,11048,5,50972
22,11709,3,78681
3,27865,4,53310
22,25272,4,69482
28,27683,1,10468
21,18696,2,84741
27,24493,2,90206
24,18886,2,76541
9,623,4,73444
12,14484,4,51654
21,6688,1,25719
29,27923,4,45766
18,6846,2,85804
24,13758,2,12197
25,15510,5,9149
26,16710,3,51335
11,5744,1,27112
3,12566,3,92192
17,21979,5,93729
16,5928,1,46322
30,13566,1,78111
18,19349,2,39450
17,5709,4,62056
9,24067,3,93214
7,23483,3,85925
17,19681,4,100576
2,16546,4,83274
18,1128,2,56132
27,28448,1,87351
27,19511,5,99647
16,28594,1,33922
1,21331,1,60302
25,13794,4,70692
24,28107,4,18008
31,21666,2,33768
29,5868,4,101973
5,5746,5,76026
20,7005,2,74608
17,11242,4,10537
17,7624,5,15941
5,15256,5,44337
28,15878,4,54147
16,5652,1,83704
10,15529,2,98931
23,9183,5,64688
26,17381,2,58418
22,27320,2,80886
22,12622,5,79983
16,20774,1,10614
4,11102,2,71678
13,28064,4,75217
18,9135,3,64770
23,20963,3,28173
15,2039,1,32081
8,16829,4,72365
30,13158,3,65898
3,3697,4,99942
9,12818,4,31991
25,8253,2,46147
17,29345,3,99709
13,15020,1,23294
9,18197,2,16844
19,28241,4,98403
1,26996,5,63107
25,19074,5,21358
17,11873,1,26462
19,23626,5,52637
18,26607,3,69770
24,20329,3,85466
25,16573,1,57263
1,20184,5,68295
29,23539,5,57123
10,19283,1,50356
9,13913,1,54192
26,14290,2,55664
20,12013,5,70428
28,27374,1,96603
25,17448,1,94022
19,5146,3,36381
6,22613,1,43226
12,27241,1,79205
2,25194,2,64041
7,1619,4,12117
29,22332,3,95438
20,11366,4,82409
27,25706,3,19005
6,4381,3,63011
26,27678,5,67589
15,1880,3,37526
30,18898,5,45700
9,4261,3,49425
3,24935,5,39009
31,18724,2,36640
18,9224,3,90046
23,16317,1,78465
15,15119,1,75530
20,2672,5,97882
25,24361,1,77342
14,27839,4,10671
1,4131,5,42209
10,1403,5,39778
27,19108,4,51588
11,11662,3,89369
22,21537,1,3409
17,5126,4,85305
19,24357,5,101157
7,3060,3,57253
19,16480,4,80138
19,1459,3,48610
